name,mid_lat,mid_lng,crime_rate_normalised,lighting_score,crime_source
Lismore Crescent,55.953731,-3.150941,0.45,0.7,neighbourhood
Little King Street,55.955785,-3.187475,0.45,0.55,neighbourhood
Livingstone Place,55.938711,-3.18678,0.25,0.7,neighbourhood
Loaning Crescent,55.961183,-3.145698,0.45,0.7,neighbourhood
Loaning Mills,55.959334,-3.14895,0.45,0.55,neighbourhood
Loaning Road,55.959913,-3.146013,0.45,0.7,neighbourhood
Lochend Avenue,55.963215,-3.156505,0.45,0.7,neighbourhood
Lochend Butterfly Way,55.960871,-3.163223,0.45,0.6715,neighbourhood
Lochend Castle Barns,55.961059,-3.158875,0.45,0.663,neighbourhood
Lochend Close,55.952274,-3.178243,0.45,0.62,neighbourhood
Lochend Crescent,55.960181,-3.151976,0.45,0.7,neighbourhood
Lochend Drive,55.960612,-3.154575,0.45,0.7,neighbourhood
Lochend Gardens,55.961033,-3.15653,0.45,0.7,neighbourhood
Lochend Grove,55.96044,-3.153078,0.45,0.7,neighbourhood
Lochend Park,55.962522,-3.161169,0.45,0.7,neighbourhood
Lochend Park View,55.959671,-3.163149,0.45,0.6384,neighbourhood
Lochend Quadrant,55.960229,-3.153402,0.45,0.7,neighbourhood
Lochend Road,55.966058,-3.163865,0.6,0.8,neighbourhood
Lochend Road South,55.961357,-3.15848,0.45,0.8,neighbourhood
Lochend Square,55.962462,-3.155303,0.45,0.7,neighbourhood
Lochrin Basin Lane,55.941846,-3.207485,0.4,0.55,neighbourhood
Lochrin Place,55.942416,-3.205072,0.5,0.7,neighbourhood
Lochrin Square,55.943496,-3.208275,0.4,0.5,neighbourhood
Logan Street,55.961126,-3.197901,0.3,0.7,neighbourhood
Loganlea Avenue,55.95816,-3.142926,0.45,0.7,neighbourhood
Loganlea Drive,55.958877,-3.145034,0.45,0.7,neighbourhood
Loganlea Gardens,55.958662,-3.147649,0.45,0.7,neighbourhood
Loganlea Loan,55.958113,-3.140935,0.45,0.7,neighbourhood
Loganlea Place,55.957917,-3.144891,0.45,0.7,neighbourhood
Loganlea Road,55.958599,-3.141149,0.45,0.7,neighbourhood
Loganlea Terrace,55.959256,-3.141866,0.45,0.7,neighbourhood
Logie Green Gardens,55.964663,-3.196948,0.3,0.7,neighbourhood
Logie Green Loan,55.964221,-3.196355,0.3,0.7,neighbourhood
Logie Green Road,55.964764,-3.196419,0.3,0.7,neighbourhood
Logie Mill,55.965499,-3.194602,0.3,0.5486,neighbourhood
London Road,55.956866,-3.167906,0.45,0.8626,neighbourhood
London Street,55.959025,-3.192422,0.3,0.7,neighbourhood
Lonsdale Terrace,55.942358,-3.199141,0.5,0.7,neighbourhood
Lord's Row,55.952466,-3.223813,0.1,0.5,neighbourhood
Lorne Place,55.966599,-3.173761,0.6,0.55,neighbourhood
Lorne Square,55.96602,-3.173769,0.6,0.7,neighbourhood
Lorne Street,55.966047,-3.172665,0.6,0.7,neighbourhood
Lothian Road,55.949906,-3.207096,0.68,0.9,neighbourhood
Lothian Street,55.946288,-3.18885,0.75,0.6581,neighbourhood
Lover's Loan,55.934716,-3.189114,0.15,0.5,neighbourhood
Lower Gilmore Place,55.941548,-3.20946,0.4,0.7,neighbourhood
Lower London Road,55.956581,-3.163835,0.45,0.7,neighbourhood
Lutton Place,55.940376,-3.178567,0.2,0.7,neighbourhood
Lyne Street,55.956549,-3.170543,0.45,0.5981,neighbourhood
Lynedoch Place Lane,55.951646,-3.214419,0.1,0.5274,neighbourhood
Lyon's Close,55.950198,-3.188799,0.75,0.5,neighbourhood
Mackenzie Place,55.955978,-3.210389,0.12,0.7,neighbourhood
Magdala Crescent,55.947294,-3.223459,0.35,0.7,neighbourhood
Magdala Mews,55.947904,-3.222698,0.35,0.55,neighbourhood
Mall Roundabout,55.949612,-3.17432,0.45,0.8,neighbourhood
Malta Green,55.959936,-3.210326,0.12,0.55,neighbourhood
Malta Terrace,55.959526,-3.20967,0.12,0.7,neighbourhood
Manderston Street,55.968821,-3.172097,0.6,0.7,neighbourhood
Manor Place,55.949062,-3.215881,0.35,0.6599,neighbourhood
Mansfield Place,55.959731,-3.191358,0.3,0.85,neighbourhood
Mansionhouse Road,55.935554,-3.188931,0.15,0.7,neighbourhood
Marchhall Crescent,55.936374,-3.168686,0.2,0.6594,neighbourhood
Marchhall Place,55.936499,-3.169779,0.2,0.7,neighbourhood
Marchhall Road,55.936583,-3.167895,0.2,0.7,neighbourhood
Marchmont Crescent,55.938062,-3.193625,0.25,0.7,neighbourhood
Marchmont Road,55.937633,-3.194695,0.25,0.8,neighbourhood
Marchmont Street,55.938333,-3.200552,0.2,0.7,neighbourhood
Mardale Crescent,55.933632,-3.214685,0.15,0.7,neighbourhood
Marine Esplanade,55.969775,-3.145232,0.6,0.6,neighbourhood
Marionville Avenue,55.95782,-3.153438,0.45,0.8,neighbourhood
Marionville Crescent,55.958586,-3.153269,0.45,0.7,neighbourhood
Marionville Drive,55.959013,-3.151836,0.45,0.8,neighbourhood
Marionville Grove,55.958689,-3.151304,0.45,0.7,neighbourhood
Marionville Medway,55.958019,-3.151103,0.45,0.7543,neighbourhood
Marionville Park,55.958017,-3.156151,0.45,0.7,neighbourhood
Marionville Road,55.958469,-3.15723,0.45,0.8,neighbourhood
Market Street,55.950828,-3.191271,0.75,0.8,neighbourhood
Marshall Street,55.945588,-3.187379,0.75,0.6583,neighbourhood
Marshall's Court,55.956841,-3.184179,0.45,0.55,neighbourhood
Maryfield,55.958198,-3.170838,0.45,0.45,neighbourhood
Mayfield Gardens,55.932641,-3.173119,0.2,0.9,neighbourhood
Mayfield Gardens Lane,55.933735,-3.173105,0.2,0.55,neighbourhood
Mayfield Road,55.931755,-3.17696,0.2,0.8,neighbourhood
Mayfield Terrace,55.934939,-3.17206,0.2,0.7,neighbourhood
McDonald Place,55.963804,-3.186815,0.45,0.7,neighbourhood
McDonald Road,55.963755,-3.184916,0.45,0.8,neighbourhood
McDonald Street,55.963958,-3.186188,0.45,0.7,neighbourhood
McEwan Square,55.94361,-3.213167,0.4,0.7,neighbourhood
McEwan Walk,55.943017,-3.214604,0.4,0.3634,neighbourhood
McLaren Road,55.932902,-3.169091,0.2,0.7,neighbourhood
McLeod Street,55.940988,-3.229131,0.35,0.7,neighbourhood
McNeil Street,55.939713,-3.213885,0.4,0.7,neighbourhood
Meadow Lane,55.942223,-3.186186,0.25,0.6,neighbourhood
Meadow Place,55.939616,-3.193997,0.25,0.5337,neighbourhood
Meadow Place Lane,55.939303,-3.19259,0.25,0.5,neighbourhood
Meadowbank Avenue,55.955023,-3.15504,0.45,0.7,neighbourhood
Meadowbank Crescent,55.954643,-3.154495,0.45,0.7,neighbourhood
Meadowbank Terrace,55.955107,-3.156431,0.45,0.8,neighbourhood
Meadowfield Court,55.946942,-3.140364,0.45,0.55,neighbourhood
Meadowfield Drive,55.946095,-3.144196,0.45,0.7,neighbourhood
Meadowfield Gardens,55.94425,-3.142921,0.45,0.6122,neighbourhood
Meadowfield Terrace,55.943745,-3.143548,0.45,0.7,neighbourhood
Melgund Terrace,55.961724,-3.19161,0.3,0.7,neighbourhood
Melon Way,55.937104,-3.163841,0.2,0.2,neighbourhood
Melville Crescent,55.949656,-3.213933,0.35,0.6,neighbourhood
Melville Street,55.949268,-3.214671,0.35,0.6,neighbourhood
Melville Street Lane,55.950917,-3.212959,0.1,0.55,neighbourhood
Melville Terrace,55.939633,-3.18536,0.25,0.7,neighbourhood
Melvin Walk,55.942636,-3.212984,0.4,0.6709,neighbourhood
Mentone Gardens,55.931251,-3.17256,0.2,0.7,neighbourhood
Mentone Terrace,55.930988,-3.174976,0.2,0.7,neighbourhood
Merchant Street,55.94767,-3.191707,0.75,0.6,neighbourhood
Merchiston Avenue,55.936292,-3.214419,0.15,0.7,neighbourhood
Merchiston Bank Gardens,55.931796,-3.214319,0.15,0.5,neighbourhood
Merchiston Crescent,55.9343,-3.214936,0.15,0.7,neighbourhood
Merchiston Mews,55.938623,-3.215869,0.15,0.7,neighbourhood
Merchiston Park,55.936903,-3.213061,0.15,0.7,neighbourhood
Merchiston Place,55.935365,-3.211289,0.15,0.7,neighbourhood
Mertoun Place,55.937339,-3.218914,0.15,0.7,neighbourhood
Meuse Lane,55.953104,-3.192538,0.3,0.55,neighbourhood
Mid Common Close,55.950818,-3.183448,0.75,0.5,neighbourhood
Mid Entry,55.949388,-3.194093,0.7,0.5,neighbourhood
Mid Gillsland Road,55.931223,-3.220786,0.15,0.7,neighbourhood
Middle Footbridge,55.950157,-3.199938,0.65,0.5,neighbourhood
Middle Meadow Walk,55.94258,-3.191418,0.35,0.7437,neighbourhood
Middleby Court,55.934574,-3.177115,0.2,0.55,neighbourhood
Middleby Street,55.934631,-3.176084,0.2,0.7,neighbourhood
Middlefield,55.963131,-3.179191,0.45,0.7,neighbourhood
Miller Row,55.952845,-3.213601,0.1,0.7458,neighbourhood
Millerfield Place,55.939072,-3.187943,0.25,0.7,neighbourhood
Milne's Court,55.949538,-3.194574,0.7,0.4634,neighbourhood
Milton Street,55.954468,-3.168376,0.45,0.6404,neighbourhood
Minto Street,55.935595,-3.176132,0.2,0.9,neighbourhood
Moncrieff Terrace,55.939204,-3.183949,0.25,0.7,neighbourhood
Monkwood Court,55.931683,-3.192954,0.15,0.7,neighbourhood
Montague Street,55.941978,-3.180358,0.25,0.7,neighbourhood
Monteith's Close,55.950639,-3.185427,0.75,0.4624,neighbourhood
Montgomery Street,55.959093,-3.17719,0.45,0.6873,neighbourhood
Montgomery Street Lane,55.958702,-3.182822,0.45,0.55,neighbourhood
Montpelier,55.937122,-3.210134,0.2,0.7,neighbourhood
Montpelier Park,55.93663,-3.211092,0.15,0.7,neighbourhood
Montpelier Terrace,55.937949,-3.212597,0.4,0.7,neighbourhood
Montpellier Park,55.93717,-3.211921,0.15,0.7,neighbourhood
Montrose Terrace,55.956939,-3.170986,0.45,0.9,neighbourhood
Moray Park,55.957954,-3.164448,0.45,0.6,neighbourhood
Moray Park Terrace,55.958329,-3.163307,0.45,0.574,neighbourhood
Moray Place,55.95475,-3.208704,0.12,0.7,neighbourhood
Morgan Lane,55.949592,-3.182364,0.75,0.55,neighbourhood
Morningside Place,55.930232,-3.212419,0.15,0.7,neighbourhood
Morningside Road,55.932165,-3.210001,0.15,0.9,neighbourhood
Morrison Circus,55.944642,-3.214282,0.4,0.7,neighbourhood
Morrison Crescent,55.944573,-3.214681,0.4,0.6695,neighbourhood
Morrison Link,55.945386,-3.213913,0.35,0.8,neighbourhood
Morrison Street,55.946174,-3.215642,0.35,0.9,neighbourhood
Morrison's Close,55.950485,-3.186517,0.75,0.4769,neighbourhood
Moston Terrace,55.931724,-3.175428,0.2,0.7,neighbourhood
Mound Place,55.949784,-3.195534,0.7,0.6,neighbourhood
Multrees Walk,55.955142,-3.191489,0.3,0.5046,neighbourhood
Munro Place,55.96303,-3.198326,0.3,0.55,neighbourhood
Murano Place,55.96216,-3.178056,0.45,0.6821,neighbourhood
Murdoch Terrace,55.939824,-3.217788,0.4,0.7,neighbourhood
Muriel Spark Walk,55.937299,-3.204382,0.2,0.5,neighbourhood
Murieston Crescent,55.940628,-3.226682,0.35,0.7,neighbourhood
Murieston Crescent Lane,55.940868,-3.224787,0.35,0.7,neighbourhood
Murieston Lane,55.939499,-3.228001,0.15,0.7,neighbourhood
Murieston Place,55.940322,-3.227653,0.35,0.7,neighbourhood
Murieston Road,55.93962,-3.226945,0.15,0.7,neighbourhood
Murieston Terrace,55.940123,-3.226394,0.35,0.7,neighbourhood
Napier Loan,55.933661,-3.218251,0.15,0.55,neighbourhood
Napier Road,55.933781,-3.217552,0.15,0.7,neighbourhood
Nelson Place,55.957481,-3.195183,0.3,0.5812,neighbourhood
Nelson Street,55.957264,-3.196209,0.3,0.7,neighbourhood
Nether Bakehouse,55.950951,-3.178776,0.45,0.55,neighbourhood
Nether Craigwell,55.952987,-3.177368,0.45,0.55,neighbourhood
New Arthur Place,55.947094,-3.181061,0.75,0.5654,neighbourhood
New Assembly Close,55.949816,-3.188641,0.75,0.4948,neighbourhood
New Broughton,55.958401,-3.191354,0.3,0.55,neighbourhood
New John's Place,55.943744,-3.180954,0.25,0.7,neighbourhood
New Orchardfield,55.966981,-3.176417,0.6,0.6567,neighbourhood
New Skinner's Close,55.949869,-3.185526,0.75,0.55,neighbourhood
New Street,55.951844,-3.182699,0.45,0.6,neighbourhood
Newbattle Terrace,55.930949,-3.204924,0.1,0.7,neighbourhood
Newhaven Road,55.969449,-3.185415,0.6,0.8,neighbourhood
Newington Road,55.938226,-3.178745,0.2,0.9,neighbourhood
Newlands Park,55.932665,-3.172429,0.2,0.55,neighbourhood
Nicolson Square,55.945947,-3.185847,0.75,0.6158,neighbourhood
Nicolson Street,55.946136,-3.185193,0.75,0.9,neighbourhood
Niddrie Mains Road,55.932581,-3.14096,0.2,0.9,neighbourhood
Niddry Street,55.949501,-3.186863,0.75,0.6,neighbourhood
Niddry Street South,55.948524,-3.186338,0.75,0.55,neighbourhood
Nightingale Way,55.944155,-3.195267,0.35,0.7,neighbourhood
Noble Place,55.969057,-3.160906,0.6,0.7,neighbourhood
North Bank Street,55.950015,-3.193856,0.7,0.8,neighbourhood
North Bridge Arcade,55.950641,-3.188248,0.75,0.5,neighbourhood
North Cairntow,55.936367,-3.141713,0.2,0.7,neighbourhood
North Castle Street,55.953842,-3.204243,0.3,0.6,neighbourhood
North Clyde Street Lane,55.95558,-3.192175,0.3,0.55,neighbourhood
North Drive,55.953532,-3.173647,0.45,0.6,neighbourhood
North East Circus Place,55.957508,-3.203374,0.3,0.7,neighbourhood
North East Cumberland Street Lane,55.959098,-3.198549,0.3,0.55,neighbourhood
North Foulis Close,55.950079,-3.189062,0.75,0.5,neighbourhood
North Gray's Close,55.950774,-3.186858,0.75,0.45,neighbourhood
North Meadow Walk,55.942195,-3.191635,0.35,0.75,neighbourhood
North Park Terrace,55.960273,-3.217568,0.12,0.7,neighbourhood
North Peffer Place,55.93518,-3.140914,0.2,0.7,neighbourhood
North Pilrig Heights,55.967116,-3.187337,0.6,0.7,neighbourhood
North Ramp,55.952099,-3.190605,0.75,0.55,neighbourhood
North St Andrew Lane,55.955318,-3.193714,0.3,0.55,neighbourhood
North St Andrew Street,55.955637,-3.192771,0.3,0.75,neighbourhood
North West Circus Place,55.95722,-3.20647,0.12,0.8,neighbourhood
North West Cumberland Street Lane,55.958519,-3.202012,0.3,0.6128,neighbourhood
Northcote Street,55.942994,-3.225329,0.35,0.6357,neighbourhood
Northfield Avenue,55.951895,-3.141876,0.45,0.7,neighbourhood
Northfield Broadway,55.955127,-3.140654,0.45,0.8,neighbourhood
Northfield Heights,55.95176,-3.142841,0.45,0.55,neighbourhood
Northfield Road,55.952057,-3.143029,0.45,0.7,neighbourhood
Northumberland Place,55.957401,-3.195576,0.3,0.7,neighbourhood
Northumberland Place Lane,55.95719,-3.195366,0.3,0.55,neighbourhood
Northumberland Street,55.956856,-3.199115,0.3,0.7,neighbourhood
Northumberland Street North East Lane,55.957453,-3.19767,0.3,0.6454,neighbourhood
Northumberland Street North West Lane,55.956887,-3.200832,0.3,0.7,neighbourhood
Northumberland Street South East Lane,55.956818,-3.197471,0.3,0.6165,neighbourhood
Northumberland Street South West Lane,55.956291,-3.200501,0.3,0.7,neighbourhood
Norton Park,55.958902,-3.168552,0.45,0.7,neighbourhood
Oakfield Place,55.946584,-3.181079,0.75,0.4779,neighbourhood
Ogilvie Terrace,55.932664,-3.227271,0.15,0.7,neighbourhood
Old Assembly Close,55.949579,-3.189198,0.75,0.5,neighbourhood
Old Broughton,55.958057,-3.191913,0.3,0.55,neighbourhood
Old Church Lane,55.941592,-3.147653,0.2,0.7,neighbourhood
Old Fishmarket Close,55.949202,-3.18949,0.75,0.55,neighbourhood
Old Infirmary Lane,55.948072,-3.184473,0.75,0.45,neighbourhood
Old Playhouse Close,55.950634,-3.181622,0.45,0.5,neighbourhood
Old Stamp Office Close,55.950137,-3.188919,0.75,0.5,neighbourhood
Old Tolbooth Wynd,55.951986,-3.180474,0.45,0.6382,neighbourhood
Orchard Brae,55.958239,-3.225881,0.1,0.8,neighbourhood
Orchard Brae Avenue,55.955496,-3.226475,0.1,0.6847,neighbourhood
Orchard Brae Gardens,55.956449,-3.225819,0.1,0.7,neighbourhood
Orchard Brae Gardens West,55.955946,-3.228542,0.1,0.7,neighbourhood
Orchard Brae West,55.957787,-3.225472,0.1,0.7,neighbourhood
Orchard Grove,55.957546,-3.226555,0.1,0.7,neighbourhood
Orchard Place,55.95711,-3.228267,0.1,0.7,neighbourhood
Orchard Road,55.95752,-3.22704,0.1,0.7,neighbourhood
Orchardfield Lane,55.966291,-3.175907,0.6,0.55,neighbourhood
Orwell Place,55.942926,-3.2192,0.35,0.7,neighbourhood
Orwell Terrace,55.942293,-3.220559,0.35,0.6531,neighbourhood
Oxford Street,55.939972,-3.177566,0.2,0.7,neighbourhood
Paisley Avenue,55.948863,-3.142401,0.45,0.7,neighbourhood
Paisley Close,55.950492,-3.186079,0.75,0.5,neighbourhood
Paisley Crescent,55.950773,-3.147894,0.45,0.7,neighbourhood
Paisley Drive,55.947093,-3.14214,0.45,0.7,neighbourhood
Paisley Gardens,55.950066,-3.14799,0.45,0.7,neighbourhood
Paisley Grove,55.948973,-3.142835,0.45,0.7,neighbourhood
Paisley Terrace,55.949815,-3.148367,0.45,0.7,neighbourhood
Palmerston Place,55.948587,-3.217392,0.35,0.8,neighbourhood
Palmerston Place Lane,55.947448,-3.216467,0.35,0.55,neighbourhood
Palmerston Road,55.936034,-3.19208,0.15,0.7,neighbourhood
Panmure Close,55.951862,-3.178563,0.45,0.5,neighbourhood
Panmure Place,55.943028,-3.20035,0.5,0.7,neighbourhood
Papermill Wynd,55.964769,-3.185674,0.45,0.7,neighbourhood
Parkside Street,55.941832,-3.177585,0.25,0.55,neighbourhood
Parkside Terrace,55.941354,-3.175416,0.2,0.6836,neighbourhood
Parkvale Place,55.969156,-3.161371,0.6,0.7,neighbourhood
Parliament Square,55.949582,-3.19006,0.75,0.6,neighbourhood
Parsons Green Terrace,55.955002,-3.153636,0.45,0.7,neighbourhood
Patrick Geddes Steps,55.948198,-3.196223,0.7,0.45,neighbourhood
Patriothall,55.958768,-3.207018,0.12,0.55,neighbourhood
Pavilion Crescent,55.930706,-3.167198,0.2,0.7,neighbourhood
Peel Terrace,55.933087,-3.172605,0.2,0.7,neighbourhood
Peffer Bank,55.933529,-3.14308,0.2,0.7,neighbourhood
Peffer Place,55.934636,-3.141244,0.2,0.7,neighbourhood
Peffer Street,55.934783,-3.142055,0.2,0.7,neighbourhood
Peffermill Road,55.932084,-3.149925,0.2,0.8888,neighbourhood
Pembroke Place,55.944613,-3.228758,0.35,0.7,neighbourhood
Perth Street,55.960952,-3.203571,0.12,0.6,neighbourhood
Picardy Place,55.957234,-3.185967,0.45,0.89,neighbourhood
Piersfield Grove,55.955767,-3.144046,0.45,0.7,neighbourhood
Piersfield Place,55.955989,-3.141178,0.45,0.55,neighbourhood
Piershill Lane,55.954482,-3.147888,0.45,0.55,neighbourhood
Piershill Square East,55.955821,-3.145685,0.45,0.7,neighbourhood
Piershill Square West,55.955774,-3.147889,0.45,0.7,neighbourhood
Piershill Terrace,55.95413,-3.14614,0.45,0.7,neighbourhood
Pilrig Cottages,55.965476,-3.178132,0.45,0.5,neighbourhood
Pilrig Gardens,55.9668,-3.183274,0.6,0.7,neighbourhood
Pilrig Glebe,55.964298,-3.178396,0.45,0.7,neighbourhood
Pilrig Heights,55.966305,-3.185369,0.45,0.7,neighbourhood
Pilrig House Close,55.969668,-3.181782,0.6,0.6299,neighbourhood
Pilrig Street,55.966313,-3.18125,0.6,0.8,neighbourhood
Pilton Drive,55.969476,-3.228152,0.12,0.7444,neighbourhood
Piper's Walk,55.944636,-3.162358,0.45,0.35,neighbourhood
Pirniefield Bank,55.968236,-3.149749,0.6,0.6822,neighbourhood
Pirniefield Gardens,55.968086,-3.15117,0.6,0.7,neighbourhood
Pirniefield Grove,55.967753,-3.150942,0.6,0.7,neighbourhood
Pirniefield Place,55.968013,-3.151736,0.6,0.7,neighbourhood
Pirniefield Terrace,55.968741,-3.152888,0.6,0.5,neighbourhood
Pirrie's Close,55.95063,-3.183128,0.75,0.5,neighbourhood
Pitsligo Road,55.931565,-3.204573,0.1,0.7,neighbourhood
Playfair Steps,55.950356,-3.194854,0.7,0.45,neighbourhood
Pleasance,55.946673,-3.181849,0.75,0.7851,neighbourhood
Polwarth Crescent,55.938054,-3.217591,0.15,0.7184,neighbourhood
Polwarth Gardens,55.936563,-3.219248,0.15,0.8,neighbourhood
Polwarth Grove,55.935357,-3.222093,0.15,0.77,neighbourhood
Polwarth Park,55.936393,-3.220576,0.15,0.7,neighbourhood
Polwarth Terrace,55.934085,-3.221836,0.15,0.7491,neighbourhood
Port Hamilton,55.944145,-3.208377,0.4,0.6,neighbourhood
Porteous' Pend,55.946821,-3.197136,0.7,0.5,neighbourhood
Porters Walk,55.944086,-3.192709,0.35,0.5,neighbourhood
Portgower Place,55.960544,-3.214564,0.12,0.7037,neighbourhood
Portobello Road,55.955214,-3.144713,0.45,0.9,neighbourhood
Portsburgh Square,55.946569,-3.198667,0.7,0.45,neighbourhood
Potterrow,55.94517,-3.186631,0.75,0.8,neighbourhood
Potterrow Port,55.94668,-3.187979,0.75,0.5,neighbourhood
Powderhall Brae,55.967011,-3.194724,0.3,0.6457,neighbourhood
Powderhall Rigg,55.966895,-3.191929,0.3,0.638,neighbourhood
Powderhall Road,55.966301,-3.193777,0.3,0.7,neighbourhood
Prestonfield Avenue,55.933218,-3.160482,0.2,0.6885,neighbourhood
Prestonfield Bank,55.93358,-3.165443,0.2,0.6661,neighbourhood
Prestonfield Crescent,55.93128,-3.162544,0.2,0.7,neighbourhood
Prestonfield Gardens,55.93263,-3.163801,0.2,0.7,neighbourhood
Prestonfield Road,55.932131,-3.161284,0.2,0.7,neighbourhood
Prestonfield Terrace,55.934001,-3.163322,0.2,0.7,neighbourhood
Priestfield Avenue,55.933915,-3.15617,0.2,0.7,neighbourhood
Priestfield Crescent,55.934232,-3.160515,0.2,0.7,neighbourhood
Priestfield Gardens,55.934304,-3.156901,0.2,0.669,neighbourhood
Priestfield Grove,55.936032,-3.161748,0.2,0.7,neighbourhood
Priestfield Road,55.935264,-3.162027,0.2,0.7,neighbourhood
Priestfield Road North,55.936413,-3.166731,0.2,0.7,neighbourhood
Primrose Street,55.968225,-3.164664,0.6,0.7,neighbourhood
Primrose Terrace,55.935412,-3.22916,0.45,0.7,neighbourhood
Princes Street,55.950134,-3.207555,0.68,0.8,neighbourhood
Prospect Bank Crescent,55.968531,-3.154629,0.6,0.7,neighbourhood
Prospect Bank Gardens,55.966883,-3.15601,0.6,0.7,neighbourhood
Prospect Bank Grove,55.96748,-3.154575,0.6,0.7,neighbourhood
Prospect Bank Place,55.967262,-3.153053,0.6,0.7,neighbourhood
Prospect Bank Road,55.967771,-3.154591,0.6,0.7,neighbourhood
Prospect Bank Terrace,55.967487,-3.153152,0.6,0.7,neighbourhood
Quarry Close,55.944374,-3.184415,0.75,0.55,neighbourhood
Queen Street Gardens East,55.955445,-3.198292,0.3,0.8,neighbourhood
Queen's Crescent,55.934102,-3.169917,0.2,0.7,neighbourhood
Queen's Drive,55.945937,-3.159096,0.45,0.6323,neighbourhood
Queen's Park Avenue,55.954093,-3.155584,0.45,0.7,neighbourhood
Queen's Park Court,55.953563,-3.152946,0.45,0.7,neighbourhood
Queensferry Road,55.954861,-3.220622,0.1,0.8965,neighbourhood
Queensferry Street,55.95096,-3.210059,0.68,0.843,neighbourhood
Queensferry Street Lane,55.949968,-3.210024,0.68,0.55,neighbourhood
Queensferry Terrace,55.953432,-3.228751,0.1,0.8,neighbourhood
Radical Road,55.946116,-3.1727,0.75,0.2,neighbourhood
Raeburn Mews,55.959301,-3.213931,0.12,0.7,neighbourhood
Raeburn Place,55.959055,-3.212301,0.12,0.85,neighbourhood
Raeburn Street,55.958597,-3.212429,0.12,0.7,neighbourhood
Ramsay Garden,55.949321,-3.196373,0.65,0.7,neighbourhood
Ramsay Lane,55.949126,-3.195865,0.7,0.6,neighbourhood
Randolph Crescent,55.952055,-3.21159,0.1,0.8,neighbourhood
Randolph Lane,55.951978,-3.209933,0.68,0.55,neighbourhood
Randolph Place,55.951321,-3.210132,0.68,0.7,neighbourhood
Rankeillor Street,55.942596,-3.180868,0.25,0.7,neighbourhood
Ratcliffe Terrace,55.934016,-3.178413,0.2,0.8,neighbourhood
Ravelston Dykes,55.952893,-3.227912,0.1,0.8,neighbourhood
Ravelston Park,55.952604,-3.227046,0.1,0.7,neighbourhood
Ravelston Terrace,55.953532,-3.224253,0.1,0.7,neighbourhood
Redbraes Grove,55.968539,-3.188576,0.6,0.7,neighbourhood
Redbraes Place,55.968961,-3.188078,0.6,0.6494,neighbourhood
Reekie's Court,55.945458,-3.184927,0.75,0.55,neighbourhood
Regent Road,55.954083,-3.178859,0.45,0.9,neighbourhood
Regent Terrace,55.954587,-3.176649,0.45,0.725,neighbourhood
Regent Walk,55.953981,-3.181321,0.45,0.5,neighbourhood
Regents. Court,55.941783,-3.220253,0.35,0.55,neighbourhood
Register Place,55.954235,-3.191059,0.3,0.6,neighbourhood
Reid Terrace,55.961228,-3.211379,0.12,0.7,neighbourhood
Reid's Close,55.951617,-3.17638,0.45,0.55,neighbourhood
Reid's Court,55.952001,-3.177533,0.45,0.55,neighbourhood
Relugas Gardens,55.930293,-3.178687,0.2,0.7,neighbourhood
Relugas Road,55.93072,-3.177987,0.2,0.7,neighbourhood
Restalrig Avenue,55.957136,-3.145316,0.45,0.6,neighbourhood
Restalrig Circus,55.965604,-3.153363,0.6,0.7,neighbourhood
Restalrig Crescent,55.96493,-3.152168,0.6,0.7,neighbourhood
Restalrig Drive,55.960657,-3.147347,0.45,0.7,neighbourhood
Restalrig Gardens,55.961339,-3.149737,0.45,0.7,neighbourhood
